Ref,Val,Package,PosX,PosY,Rot,Side
"J4","Conn_01x04","JSTPH4",158.480000,-108.890000,90.000000,bottom
"SW2","RST","SW_SPST_SKQG_WithoutStem",188.420000,-115.230000,180.000000,bottom
"SW3","PGM","SW_SPST_SKQG_WithoutStem",120.904000,-121.412000,180.000000,bottom
"U2","ESP-12F","ESP-12E",141.550000,-112.425000,180.000000,bottom
